category,description,label
Clothing & Accessories,"Just F by Jacqueline Fernandez Women's Sports Tights Combining all our Just F's - fashion, form, fitness, fun - here's presenting our statement colour block leggings. With bold colours these tights come with curved waist band and side pockets for added comfort and utility. Pair these with a sports bra from the tetris collection and be sure to make heads turn at your next zumba class.",1
Books,Portrait Drawing: A Step-By-Step Art Instruction Book (Artist's Painting Library) About the Author Wendon Blake is the author of many popular instructional books on painting and drawing. He lives in upstate New York.,0
Clothing & Accessories,"RC. ROYAL CLASS Quarter Length soft cotton multicolored socks for Girls (pack of 5 pairs) RC. ROYAL CLASS Designer pure cotton socks for girls in assorted colors, made from soft cotton yarn and spandex for stretch and elasticity. Very soft cotton socks for kids, for all age groups. Do not Iron or Bleach. Hand wash only. Made in India.",1
Household,Table Runner- Orange Blue Ikat 12 inches by 72 inches Orange and bluw ikat runner in cotton in 12inches by 72 inches size,3
Books,"Introduction to Process Engineering and Design About the Author Shuchen B. Thakore, Associate Professor, Department of Chemical Engineering, L D College of Engineering, Ahmedabad. Bharat I. Bhatt, Consulting Engineer, Aavishkar Consultancy Services, Ahmedabad.",0
Household,"Hashcart Handmade Indian Engraved Design Brass Kuber Diya Lamp (24.99 cm x 3.99 cm x 24.99 cm, Gold, Set of 10) Item Package Quantity:10   Wonderful Kuber Oil Lamp made in Brass also called as Akhand Jyoti This is a handcrafted piece of Indian brass Kuber Diya or Deepak. This Beautiful oil lamp can be used as a home decor item or it can also be gifted to your near and dear ones. Also Adorn your temples with this Kuber Diya which is a must for all religious ceremonies. Add more elegance to your Puja rituals with this elegant brass Diya which bears an ample space to hold the oil and the 'batti'. This Beautiful Lamp is used for lighting purposes using a cotton ball .It is used in Hindu temples for lighting and prayer purposes. Also Commonly used during Indian festive occasions like Diwali and Navratri . It is a wonderful item for lighting and decoration at Festive times and to brighten up your house.",3
Clothing & Accessories,17pcs 2 Hook 3 Rows Assorted Random Colors Women Spacing Bra Clip Extender Strap Package include 17pcs bra extenders,1
Clothing & Accessories,"Jockey Women's Cotton Tank Top Super Combed Cotton Elastane Stretch Fabric Modern Fit Contoured armholes and neckline with delicate finish Authentic Jockey logo tab label To be worn as loungewear, leisurewear and active wear - for all purpose use",1
Electronics,BRIMA Waterproof Pouch Cover for Mobile Phones(Black),2
Electronics,"LG 24 inch Borderless Monitor - Full HD, IPS Panel with VGA, HDMI, Audio in/Out Ports and in-Built Speakers - 24MP88HV (Silver/White) Full HD IPS display with narrow borders and inbuilt speaker, color calibrated and sRGB 99 percent.",2
Clothing & Accessories,FusFus Women's Georgette Printed Scarf (Multicolour) Pack of 6,1
Clothing & Accessories,New Day Girls Cotton Panties Pack of Ten It's a set of 10 cotton panties. Note: The product color might change depending on the stock.,1
Books,"The Magic of Thinking Big In this book, the author presents a program for getting the most out of your job, your marriage and family life, and your community. He proves that you don't need to be an intellectual or have innate talent to attain success - but you do need to learn and understand the habit of thinking and behaving in ways that will get you there.",0
Books,Peppa Pig: Peppa Goes Skiing,0
Books,Xam Idea 20 Plus Sample papers Physics Class 12 for 2019 Exam,0
Clothing & Accessories,nauti nati Girls' Skirt,1
Household,"Zerone 1Pc Washable Kraft Paper Bag Home Storage Baskets Organizer Bin Plant Flowers Pots, Champagne Gold(15 * 15cm) Color name:15*15cm   Description: This is a new breakthrough material, the paper made of leather processing methods, let the product can be cleaned and reused, can be used as shopping bags, storage fruit, magazine books. Can be a flower pot, storage toys, clothes, and whatever you can think of for storage. It could be washed, so it could reused. Beautiful and functional, use in the home, office, kids room, outdoors, shopping, or to organize anything you like!  Features: The kraft paper can be washed, wear-resistant, non-pilling balls, environmentally friendly. Imported natural woven pulp, does not contain any harmful substances. Shimmering metallic paper bag, the perfect storage solution for anywhere around the home. Store anything from craft materials, plants, to jewelry, fruit, candy, flowers and can many more. Usages: plant pot cover; multi-purpose storage bag; innovative paper bag.   Specification: Condition: 100% Brand New Material: Kraft Paper Color: Champagne Gold Size: (optional) S: Approx. 12 × 12 × 23cm / 4.72 × 4.72 × 9.06inch M: Approx. 15 × 15 × 29cm / 5.91 × 5.91 × 11.42inch L: Approx. 20 × 20 × 34cm / 7.87 × 7.87 × 13.39inch Package Weight: Approx. 53g~128g  Package Include:  1 × Washable Kraft Paper Bag   Note: 1. Please allow 1-2 cm error due to manual measurement and make sure you do not mind before ordering. 2. Please understand that colors may exist chromatic aberration as the different placement of pictures.",3
Clothing & Accessories,Larwa Men's Silk Pyjama (Pyjamablack_Black_Free Size) Larwa men's silk pyjama. It is black in colour and is of free size.,1
Household,"Sabichi Kettle, 1.7 Litre, White White Gloss 1.7ltr Kettle Functional essential electrics in simple clean lines and bright gloss white with a hint of contrasting grey. Essential yet stylish this kettle is a great addition to any kitchen. Perfect for that morning cuppa! Our white gloss essential collection is ideal for first time buyers.",3
Clothing & Accessories,"Weavers Villa Women's Viscose Stole(WVST-604-RED_Red_M) This premium classic stole is a simple item of clothing. Be it summers or winters, this beautiful, gorgeous, fashionable soft stole is the perfect finishing touch to almost any outfit. It is the perfect fashion accessory for any season, event or occasion! It is lightweight, super soft and comfortable, yet can provide real warmth on a chilly evening. Long scarf with 3"" hand knotted tassels at each ends. Think trendy. Be trendy.",1
Books,Statistics in Psychology and Education,0
Clothing & Accessories,"Kaamastra Women's Flowing Swim Dress Layered 1pc Tankini Top(CV_LC41948-1,Grey,Freesize) Our makes a stylish and improved comeback. the flowing swim dress layered 1pc tankini top is made with unique two-in-one style. This modest tankini is made a flattering silhouette, features a built-in shelf bra with removable padding, and non-underwire design for comfy fit. And the flowing skirted layer for better sun protection and silhouette. Not include a swim bottom. Grey swim dress tankini swimsuit for women.",1
Books,AIIMS PGMEE SOLUTIONS MAY 2018,0
Books,"The Autobiography of Martin Luther King, Jr. Amazon.com Review By weaving together an unprecedented amount of material, including Dr. King's books, articles, essays, personal letters, and unpublished manuscripts, Clayborne Carson (historian, documentarian, and director of the King Papers Project) has crafted an excellent production that represents the unique medium of audiobooks at its very best. With the effective and engaging narration of actor Levar Burton as a foundation, the tapes provide understanding and insight into this important religious and political leader's powerful convictions. Original music from the civil rights movement, plus rare recordings of Dr. King's moving speeches and sermons, help create an inspiring portrait of one of the most influential leaders of the 20th century. (Running time: 9 hours, 6 cassettes) --George Laney  From AudioFile This is an essential collection piece for Martin Luther King, Jr., historians and those just becoming educated to the teachings of one of this century's greatest leaders. Commissioned by MLK's widow, Coretta Scott King, Clayborne Carson has compiled a powerful array of King's speeches, written accounts of his life (in the form of journal entries and letters to his family) and rare MLK audio clips. The result is a mainly ""religious and political"" chronicle of King's life. The package is narrated in part by the experienced storyteller LeVar Burton and supplemented with mood-appropriate musical segments that help to characterize the themes of the production. Even the audio case itself is a testimony to what King cherished, featuring photographs of his wife and children. The years of preparation that went into this audio presentation are evident. More than a resource, The Autobiography of Martin Luther King, Jr., is a keepsake. R.A.P. (c)AudioFile, Portland, Maine",0
Household,"KAVID 800ml Stainless Steel Gini Oil and Vinegar Dispenser Oil Pot Capacity (1 Pcs) Now a useful kitchen tool that is essential in your kitchen - the gini oil pot with a good quality stainless steel body. Oil does not leak or drip, making cooking a clean and enjoyable experience. It is corrosion and stain-proof. A stylish and elegant design makes it easy to grip and use too. Can hold edible oil, sauce, vinegar. Suitable for home or restaurant kitchen use. Backflow prevention spout design, better control of oil, to give you a healthy lifestyle. Alpyog product features elegant gini oil pot made from good quality stainless steel. A must have for everyone's kitchen. Can hold edible oil, sauce, vinegar. Easy to pour without any mess. Oil does not drip or leak. Corrosion and stain proof. Stylish and elegant design. Easy to clean.",3
Electronics,"HRINKAR Anaglyph 3D Glasses for Mobile Phone, Computer, Laptop, TV, Magazines and Projector, Red and Cyan - Pack of 2 Anaglyph red and cyan glass for 3D photography and 3d movies. 3D Glasses used for 3d movies, viewing 3D Print, magazines, comic books, Anaglyph photos on the internet and publications. The following 3d films are viewable with our plastic 3D Glasses 1) journey 3d 2) haunted castle 3d 3) buffy 3D musical 4) Shark boy lava girl 5) jaws 6) my bloody valentine 7) journey to the earth 8) Coraline 3D 9) Final destination.",2
Clothing & Accessories,"Jockey Women's Cotton Bikini Brief The fuel for Jockeys growth continues to be a stream of differentiated and innovative products. Today, among other innovative products, Jockey markets the only phase change technology in the underwear category, provides sport underwear that is clinically proven to outperform competing products, and recently launched a bra collection based on a unique sizing technology which is protected by over 50 patents.",1
Household,"HomeTown Utsav Engineered Wood Four Door Wardrobe in White & Wenge Colour We travel the world to find traditional, contemporary and modern furniture to bring a sophisticated, eclectic look to your living room, bedroom, dining room and more.",3
Household,Driftingwood Sheesham Wood Round End Table (Brown) Color:Brown   Featuring Driftingwood Sheesham Wood Round End Table coming in brown colour.,3
Electronics,"AmazonBasics 1/2-Male to 2-Male RCA Audio interconnects - 8 feet, 2-Male to 2-Male",2
Clothing & Accessories,"Fastrack Gradient Goggle Women's Sunglasses - (P381BR1F|60|Brown Color) Product Description Elegant sunglasses to enhance your look!! Beautiful and glamorous sunglasses from Fastrack give you a confident persona and unforgettable charm. This gloriously designed sunglass enhances your look and protects your eyes from harmful ultraviolet rays. It is skin-friendly and comfortable to wear. Fastrack sunglasses are fabricated as per international designs and quality standards. For protecting your eyes from harmful UV rays and giving you an unforgettable charm, Fastrack Sunglasses are best suited. Fastrack as a brand has always been restless like the youth it caters to. Move On to be innovative and creative. The brand delivers special quality accessories for people of all ages and gender. Sunglass range from Fastrack is manufactured using advanced technology. You can chose your favourite style and colour from profuse array of exquisite Fastrack sunglasses. 				    	 					 Seller Warranty Description 1 year on manufacturing defects",1
Electronics,"Generic Imported 100Pcs Microfiber Sunglasses Eyeglasses Glasses Cleaning Cloth Lens Cleaner Description: Perfect for cleaning eyeglasses, TV screens, CD s, cameras, computer, mobile phones and other devices Easy to clean Color: Multicolor Size: Approx. 13cm x 13cm/5.1 x 5.1 Package Included: 100pcs Microfiber Eyewear Cleaning Cloth",2
Household,"BMS Lifestyle TTF-501 Portable Air Circulating Space Saving Oscillating Table Tower Fan (Black) Extraction blades and exclusive cyclonic action to break down, pulverize, and emulsify whole fruits and vegetables better than any standard blender or juicer, creating silkly-smooth nutriend-extracted beverages that nourish your system from the inside out. Great for those who are active in their lives and proactive about their health. No need to give up to temptation while you're out - simply This magic blender mix up a delicious fruit or veggie smoothie or protein drink at home and take it with you. This blender is one of the most economical counter appliances and it offers lots of value in a durable, convenient kitchen tool. Multi-fuction include blending pancake batter, sauces, puddings, dressings, smoothies, frozen drinks. PRODUCT BENEFITS & FEATURES - Practical and economy, fast completely do it yourselves. - Don’t lose any fibre using this blender. - Well made and solid in construction. - Base of cooling motor faster protect blender better. - Sharper cutting stainless steel blade. - Anti-Slip Mat to enhance stability and prevent the blender moving around. - Can be used to make smoothies, fruit juices, soups as well as being able to blend ice. - Easy to use, just add the liquid, followed by the other ingredients and blend. - Both the Jar and blade is dishwasher safe. - None-button blending action with 4-angle stainless steel blades. - 2 Different Size BPA free blender jar. - Compact design ideal for small living spaces and on-the-go portability. - Great for making smoothies, shakes, baby formula, marinades and salad dressings. - Durable, stainless steel cutting blades easily blend smoothies and shakes using either frozen or fresh fruit in the mixture.",3
Clothing & Accessories,Modern Garments Men's Banarasi Dupioni Silk Kurta Churidar with Waistcoat Here's the best you can get .These specially designed products from Modern Garments are the answer for your all time festive questions.,1
Books,A Handbook For Surgical Approaches To Maxillofacial Trauma,0
Books,"Science For Everyone : Aptitude Test Problem In Physics About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors, editors, proof-readers and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis. The experts have adopted whole new style of presenting the content which is easily understandable, leaving behind the old traditional methods which once used to be the most effective. They have been developing the latest content & updates as per the needs and requirements of the students making our books a hallmark for quality and reliability for the past 15 years.",0
Household,MBTC Clark Seat And Back Cushion Folding Chair (Set Of 2) Made from Mild Steel,3
Clothing & Accessories,"Weavers Villa Women's Viscose Stole(WVST-602-NEWGREEN_Green_M) This premium classic stole is a simple item of clothing. Be it summers or winters, this beautiful, gorgeous, fashionable soft stole is the perfect finishing touch to almost any outfit. It is the perfect fashion accessory for any season, event or occasion! It is lightweight, super soft and comfortable, yet can provide real warmth on a chilly evening. Long scarf with 3"" hand knotted tassels at each ends. Think trendy. Be trendy.",1
Books,"The Prophet About the Author Kahlil Gibran (18871931) was a LebaneseAmerican poet, writer and artist. His work has been translated into more than twenty languages, and his drawings and paintings have been exhibited worldwide.",0
Electronics,"Sony BD-R 6x 25GB Blu Ray Disc 10 pack of blank recordable Blu-ray discs 25GB, 6X speed",2
Clothing & Accessories,"Girl's Shopping Women's Denim Jacket From the Girl's shopping, this beautiful jacket bears a sophisticated look and it enhance regular collar, full sleeves, denim fabric, solid pattern & closure button on front. Add this jacket to your wardrobe and match it with different colors of shirts/ t-shirts or inners to enhance the cool look. Girl's shopping present a complete fashion wardrobe that complements every facet of your personality at work, when you are relaxed, while you party and for those special occasions.its solid pattern and stylish collar create the perfect balance of comfort and luxe, while the full sleeves give this piece some extra drape-appeal. Throw this layer on over your outfits for a pared-down chic vibe.discover a tempting range of wear, work wear, relaxed wear, club wear and fashion accessories. Hit the streets in style wearing this blue denim jacket for women. Made of finest fabric, this piece is the perfect choice to wear for casual outings. Moreover, this jacket will surely fetch you oodles of compliments from your companions. Team it up with jeans and smart top and look fabulous. Hit the streets in style wearing this blue denim jacket for women. Made of finest fabric, this piece is the perfect choice to wear for casual outings. Moreover, this jacket will surely fetch you oodles of compliments from your companions. Designed to impress and make you express your attitude and gesture with fashion and style. Love it. Own it.",1
Clothing & Accessories,"DIGIMART Girl's Black Stripe Printed Layered Frock (JIO) Your Little angel will look classy when you dress her up in this beautiful dress from DIGIMART. It has soft Crape fabric. Ideal for all party occasions, birthday, festive and gifting. DIGIMART has an excellent collection of Baby Girls and boy Party wear dresses.",1
Clothing & Accessories,"Weavers Villa Women's Wool Shawl (WV-204- Black_L) Accessorize your wardrobe with this beautiful and exclusive woven designer shawl. This shawl has been carefully woven on a jacquard pattern all over the shawl to give a ""Royal"" and ""Glamorous"" look to the product. The color combination of thread work used adds an elegant look in the shawl. Comfortable and warm to feel cozy in winters. Size: 40 x 80 inches. Wash care: dry clean only. This is an exclusive vintage ""Weavers villa"" shawl - think trendy. Be trendy.",1
Household,"Borosil Marina Jug with Lid, 600ml, Transparent You demand the best of yourself, so it’s right you enjoy the best from us. Famous for high quality and performance, we pour our experience into creating beautifully designed, practical products like our inspiring range. Made from our finest 100-percent borosilicate glass, they’re perfectly clear and incredibly versatile, helping you balance a busy modern life and making whatever you’re doing simpler, smarter and better. As dependable as they are desirable, you can trust our products always to perform beautifully.",3
Household,"Fast Unbox Unisex Wrist Waist Warm-Up Body Strength Exercise Workout Push Up Bar with Dip Stand Handle Set for Gym, Home (Multicolour) - Pair of 1 The Fast Unbox push-up bar is an ergonomic and sturdily designed push-up bar that will prevent avoidable stress on your arms and upper body and aid your physical training. Used to strengthen upper body, these push-up bars are durable, handy and most importantly, safe. It distributes the weight evenly between the arms and successfully works the core of your body.You'll never have to worry about finding a suitable implement for dips when you've got these push-up bars lying around. They can support a weight that won't be exceeded by the average individual. If you're just thinking about beginning a workout routine for your upper body, there's no better place to start than with the Fast Unbox push-up bars Stand. The push up bar comes in a range of different colors to suit your own taste. Convenient, perfectly sized and economical, the Fast Unbox push-up Stand are a perfect addition your home training equipment.Colour will be send as per available Used for Push-Ups, Dips  Ergonomically designed  Adds less stress to the palms  Conveniently sized and easy to store",3
Household,"VAYA DRYNK 600 ml Stainless Steel Water Bottle (Tumbler+Sipper), Shiny Black Color Name:Shiny Black                                                                                 |                            Size:600ml   Introducing the Vaya Drynk 600ml, stainless steel water bottle for carrying warm / cold fresh drinks. The Vaya Drynk 600 ml ensures your drink remains warm / cold up to 12 hours / 18 hours after packing your drink. The 600 ml Drynk can be used while you are at Gym, Yoga, Camping, Running, Cycling, Biking, Jogging, Outdoor or other sports.  *Hot drink test results: Drink stays warm upto 12 hours. Higher starting temperature will yield higher final temperature.  Cold drink test results: Drink stays Cold upto 18 hours. Lower starting temperature will yield lower final temperature.  The drynk is an interactive product and each drynk comes with an insert pamphlet with instructions and tips for best performance.  What's In The Box: 1 stainless steel tumbler (Water bottle) with a BPA-free magnetic lid (Sipper).  About Vaya: We design, engineer and create elegant products. Vaya is the coming together of seasoned professionals from across the globe, driven by a visionary zeal to significantly improve people's lives. We intend to bring an emotional component in everyday life through the concept of total user experience: a combination of innovative, carefully designed, high quality products, and smart, useful, friendly services.",3
Clothing & Accessories,Kuchipoo Unisex cartoon print 100% cotton kids vest Brief - Pack of 6,1
Household,"Cello Instyle Stainless Steel Flask, 1 Liter, Silver Color Name:Silver                                                                                 |                            OutputCapacity:1 litres   Cello introduces stainless steel sports bottle which is perfect companion for your picnics, outdoor activities or a day at the gym. It is the ultimate way to keep your drink safe, fresh and clean wherever you go and whenever you want. With this stainless steel water bottle from the house of Cello, you can carry chilled water or your favorite beverage conveniently. Its superior insulation performance-patented vacuum technology and food grade material keeps beverages hot/cold/fresh for hours. Insulated double walled vacuum bottle is designed for maximum temperature retention that keeps your favorite hot drinks without altering their temperatures for a prolonged period of time. You can avoid re-heating boiled water hence saves gas, effort and time.",3
Household,Dhrohar Hand Woven Cotton Table Runner - Red & Green Dhrohar,3
Electronics,"Storin™ All in One Combo Card Reader & 3 Port USB 2.0 Hub (Orange) Colour:Orange   If you are looking for a gadget that not only looks stylish but scores high on utility quotient, then you can get the sleek Storin Memory Card Reader for yourself.:   This memory card reader comes with a compact design for mobile users. It is therefore portable and therefore you can carry it when you are on the go. It supports T-Flash card, MS, MS Pro, Ms Duo, MS Pro Duo, Mini SD, SD, MMC, RS MMC and Micro MS (M2).  This high Speed USB 2.0 offers data transfer at a lightening speed of up to 480 Mbps. With this handy, you can transfer files from your computer to other digital devices. What makes this product unique is that it comes with status indicators.  The Storin USB Card Reader is all you need to have with you for accessing your data conveniently. You can even use this reader as a pen drive and get access to all your stored data. It supports all kinds of gadgets such as cameras, mobiles, MP3s, and PDAs.  The Storin USB card reader supports both read and write operations. With its high data transfer speed, now you don't have to wait too long to transfer your file. You can directly plug it into the USB to get your work done. No adapter, plugs, etc. needed. It is smaller in size compared to other devices. Thus, you have the option to carry it along with you wherever you go. It supports a wide range of cards starting from SD, MMC, and microSD to M2 and many more.   Key features:    • 3 USB Hub With High speed USB 2.0 Connectivity  • Supports: T-Flash card, MS, MS Pro, MS Duo, MS Pro Duo, Mini SD, SD, RS, MMC, Micro MS- M2  • SDHC (UHS-1), SDXC (UHS-1), MicroSDHC, M2, MS (MSXC), CF  • High transfer rate of up to 480 Mbps  • Compact design for mobile user  • Plug and play for PC platform  • Compatible OS: Windows ME/2000/XP/Vista/WIN7 and MAC OS X.   Warranty:   1 Year Warranty with Storin",2
Household,"Frabjous Pebbles Glossy Home Decorative Vase Fillers Stone, 1 KG Decorative Itme Warm-toned pebbles are the perfect accents for candles, vases, floral arrangements, fountains, and more! Also great for use in craft projects. Plus, earthy tones match most any decor.Use decorative pebbles as a feature in exterior landscapes, in planters and in all creative interior and exterior design.",3
Household,"Anchor Roma Polycarbonate 1 Way Switch, 10 A -Set of 20 10ax, 240v~, s.p., bis approved first and largest modular switch of india. Polycarbonate switch with long life performance.",3
Household,"Casa Décor Ceramic Multipurpose Food Storage Jar/Canister (500ml, Blue) Casa Decor Storage Jar is a must-have for modern kitchen. It's perfect for storing and preserving a variety of ingredients including preserves, jams, chutneys, rice, sugar, flour, tea, coffee, herbs, spices, biscuits. Elegant Design: The glamorous ceramic carving will complement on any home decor. It's a perfect housewarming gift. Its smooth white appearance will help to build up a relaxed and happy feelings while enjoying cooking and dinner.",3
Clothing & Accessories,Seven Rocks Cotton Men's Hoodie Sweatshirt Jacket Black-Mustard,1
Household,"Havells Life Line Plus S3 2.5 sq mm PVC HRFR Cable (Yellow) S3 safety at its best with the flame resistant and heat retardant cables with a suitable to bear temperature up to 85 degree Celsius along with flame retardant and heat resistant properties, Havells flexible cables offer better insulation and are capable of carrying higher current and ensure better electrical and mechanical performance at higher temperature. Providing high level of safety, reliability and energy efficiency with S3, flexible cables are an essential requirement of any modern home. We offer two different size options in this cable category, 90 meter and 180 meter. All these cables are made to suit different requirements and are available in 6.0 sqmm, 4.0 sqmm, 2.5 sqmm, 1.5 sqmm, 1 sqmm, 0.75 sqmm and 0.5 sqmm. These are beyond question the best cables for India and owing to their properties, are flame retardant, do not heat and provide continuous power supply. To purchase these marvels of modern technology, all you need to is go to the Havells online shop and make your pick. Read all the features in detail and order what you need to be delivered wherever you want.",3
Clothing & Accessories,"SOJOS Round Sunglasses for Women SJ2057 FIND SOJOS Vision WORTH TO TRY AND TRUST   SOJOS Vision loves the sunshine, natural beauty, and of course - beautiful eyes. We design each of our glasses with comfort, lift, and spirituality in mind to fit your lifestyle.   Our name was inspired by the secret in your eyes, coming from the Spanish ‘ojos’ (eyes).   There is truly a story behind everyone’s eyes, and we take pride in creating beautiful eyewear that not only protects, but showcases the mystery of your eyes.   We believe...    Different eyewear should bring you different emotions, and match your personality and lifestyle.   ‘The best doesn’t always mean the most expensive - everyone has their own preference!    Beauty follows you here.   FEATURES ABOUT SJ1054   SOJOS Classic Aviator Sunglasses! A true classic that has held its reign for over four decades, we are pleased to present our most popular mirrored aviator. Made with ideal   shape, metal frame, reinforced metal hinges and full mirror polycarbonate UV protected lenses, so it is no surprise why it is in such high demand.    WHAT YOU GET  Sunglasses * 1  Soft Microfiber Pouch * 1  Soft Glasses Cloth * 1  Exquisite Packaging * 1   HOW TO CARE  To avoid damage, never clean your sunglasses with paper towels or clothing, and also avoid using household detergents or soaps. While a few mild soaps don't harm lenses,  today's extra strength soaps are powerful enough to slowly disintegrate lens.   FIND OTHER SOJOS Vision SUNGLASSES  https://www.amazon.in/s/ref=nb_sb_noss_2?url=search-alias%3Daps&field-keywords=sojos   ADD TO CART RIGHT NOW!",1
Books,MES54 methodology of Educational Research(IGNOU Help Book for MES-54in English Medium) (med-mes-054) MES-054 Methodology of Educational Research Contents Covered Block-1 Educational Research Block-2 Research Problem Block-3 Data Collection and Analysis Block-4 Analysis and Interpretation of Data Block-5Methods of Research Block-6Research Report and Dissemination Contents Chapter-1 Educational Research Chapter-2 Research Problem Chapter-3 Data Collection and Analysis Chapter-4 Analysis and Interpretation of Data Chapter-5 Methods of Research Chapter-6 Research Report and Dissemination Appendix Tables Table (A) : Binomial Distribution Table (B) :Normal Area Table Table (C) : t-Distribution Table (D) :Critical Values of F-Ratio (5% level of significance) Table (E) : Critical Values of F-Distribution (1% level of significance) Table (F) :Critical Values of Chi-square Distribution Table (G) : Conversion of Person r into a corresponding Fisher’s coefficient Table (H) :Table of critical values of T in the Wilicoxon matched pairs signed ranks test Question Papers June: 2011 (Solved) December: 2011 (Solved) June: 2012 (Solved) December: 2012 (Solved) June: 2013 (Solved) December: 2013 (Solved),0
Electronics,"Style EvaCar Dent and Ding Remover Kit (Only 1 Glue Stick Contains in the Package Even the Package Says 2) Its simple to use, just three easy steps and Pops A Dent removes dents from hail, car doors, carts and more, without damaging surface of your car.",2
Electronics,WD Elements 1TB Portable External Hard Drive (Black),2
Books,"Dawn of the Code War Review ""John Carlin has written a crucial book- for practitioners and laymen alike-about the evolution, impacts, and implications of the abuses we've all witnessed, and many have personally experienced, in the cyber domain. Cyber is yet another example of the dual-edged nature of technology: huge benefit to mankind on one hand, and the potential for great harm on the other. And, unique to this book, is the historical description of how we have tried to respond to the harmful activities that occur all too frequently in the cyber domain. An interesting read, with vivid detail. John represents a superb amalgam of legal insight and great writing skill. A must read in my view.""―James Clapper, New York Times bestselling author and former Director of National Intelligence""This book is thrilling, important, and deeply fascinating. Cybersecurity is key to modern life: an imperative for us as a nation and each of us personally. It's about protecting our personal data, our businesses, and our democracy. John Carlin has been on the front lines, defending us against attacks from China, North Korea, Russia, Syria, and criminal gangs. The riveting stories of these secret battles for our digital safety teach us much about what America can-and must-do to protect itself.""―Walter Isaacson, New York Times bestselling author of Leonardo Da Vinci""By turns electrifying, illuminating, inspirational, and difficult to put down, [Dawn of the Code War] describes how 'criminals, terrorists, and spies' have used the Internet for their gain, and how the U.S. government along with international allies, has assessed and addressed these threats... Similar in energy to Carl Bernstein's All the Presidents Men, it informs of current cyberthreats while offering stirring success stories and cautions about the future of the code war... A deeply intriguing look into cybersecurity threats facing the United States that will fascinate anyone interested in technology and/or political intrigue."" ―Library Journal""Given the threats Carlin enumerates, including election hacking and the theft of intelligence files, responses ""created and refined in real-time"" are increasingly necessary-but not forthcoming. Given the lack of developed policy, if you're alarmed by the thought of Russian election tampering in 2016, you're likely to be even more so come the midterms-and by this dire book.""―Kirkus Reviews  Book Description This firsthand account of the fight to protect America from foreign hackers warns of the unprecedented danger that awaits us in the era of the internet of things, unless we can change our internet and technology culture. 				    	 					              See all Product description",0
Clothing & Accessories,"S4S Men's 100% Cotton Premium Collection Handkerchiefs - Pack of 6 (Multicolor_46X46 CM) An ideal handkerchief for modern gentleman from our premium collection. These 100% premium cotton formal handkerchiefs are soft and gentle on skin and absorb sweat keeping you fresh and feeling refreshed. Feel the softness after 2-3 wash. Made from 100% cotton fabric, Large in size. These handkerchiefs are perfect accessory to complement your look. Wash Care: Gentle Hand/Machine Wash. Use mild detergent. Wash Dark Color Separately.",1
Clothing & Accessories,Royal Men's Silk Blend Dhoti & Kurta Set_White Looking for an outfit?Here's the best you can get .These specially designed products from Royal Kurta are the answer for your all time festive questions.Being India's largest ethnic wear brand we consider providing unique desgins unmatchable comfort and Customised fits.,1
Electronics,"NIAMIA Cad 3 Basic Dual SIM Mobile Phone with 1050mAh Battery and 2.9 inch Screen (Yellow) We have a collection that will serve your every purpose. Get ready to flaunt your feature phone with our new feature basic mobile phone collection. NIAMIA is a trusted brand which deals in various segments. If you are looking to buy a phone that can be used for just calling, messaging and listening to MP3 songs, then NIAMIA can be the right choice.  It has an alphanumeric keypad that makes dialing numbers or typing messages quick and easy. Camera :- This basic phone has a 0.3-megapixel primary camera . FM Radio This phone has an FM radio with recording feature, so you can tune into your favourite radio station. It has a music player that supports songs in MP3 & MP4 format. Storage Capacity :- This basic mobile phone has an expandable storage capacity of 64GB, so you can store all your favorite pictures and songs. Connectivity This dual SIM mobile phone has a Bluetooth connectivity option which lets you transfer songs or pictures to other devices without the hassle of any wires. Battery :- This basic phone has 1050 mAh battery that offers up to 9 hours of talk time, so you don't need to worry about the battery dying out while you're on the go. Feature :-  Dual Sim Internal Memory:32 MB 1050mAH Battery Memory Card Slot Bluetooth Torch Digital Camera Elegant Design Wireless FM Radio Games 1000+ Contacts* Video & Music Player Internet Vibrator",2
Clothing & Accessories,"RC. ROYAL CLASS Women's Woolen Ankle Length Multicolored Socks (Pack of 5 Pairs) This winter gives your feet a soothing touch with royal class woolen ankle thumb socks for women, made from soft woolen blend yarn and spandex for elasticity. Do not iron or bleach. Hand wash only.",1
Books,"Business Strategy: The Brian Tracy Success Library About the Author Brian Tracy is the Chairman and CEO of Brian Tracy International, a company specializing in the training and development of individuals and organizations. One of the top business speakers and authorities in the world today, he has consulted for more than 1,000 companies and addressed more than 5,000,000 people in 5,000 talks and seminars throughout the United States and more than 60 countries worldwide. He has written 55 books and produced more than 500 audio and video learning programs on management, motivation and personal success.",0
Clothing & Accessories,"Mothercare Baby Boys' Regular Fit Cotton Sleepsuit (Pack of 3) If your little one dreams of motoring around in a tractor, they're sure to love this fun trio of sleepsuits! While they're making tracks in their sleep, they'll be plenty cosy in this selection of awesome prints.",1
